"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"147346","Republic of Moldova","2018","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2019","33792","64,65"
"147347","Republic of Moldova","2018","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2019","34047","64,65"
"147348","Republic of Moldova","2018","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2019","33743","64,65"
"147349","Republic of Moldova","2018","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2019","29404","64,65"
"147350","Republic of Moldova","2018","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2019","20695","64,65"
"147352","Republic of Moldova","2018","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2019","15345","64,65"
"147353","Republic of Moldova","2018","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2019","12014","64,65"
"147354","Republic of Moldova","2018","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2019","10784","64,65"
"147355","Republic of Moldova","2018","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2019","12532","64,65"
"147356","Republic of Moldova","2018","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2019","14066","64,65"
"147358","Republic of Moldova","2018","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2019","15751","64,65"
"147359","Republic of Moldova","2018","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2019","14088","64,65"
"147360","Republic of Moldova","2018","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2019","11441","64,65"
"147361","Republic of Moldova","2018","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2019","10915","64,65"
"147362","Republic of Moldova","2018","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2019","10433","64,65"
"147364","Republic of Moldova","2018","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2019","9510","64,65"
"147365","Republic of Moldova","2018","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2019","8257","64,65"
"147366","Republic of Moldova","2018","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2019","6940","64,65"
"147367","Republic of Moldova","2018","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2019","5505","64,65"
"62625","Republic of South Sudan","2008","Total","Both Sexes","0","Census - de facto - complete tabulation","Final figure, complete","2014","231146",""
"62628","Republic of South Sudan","2008","Total","Both Sexes","1","Census - de facto - complete tabulation","Final figure, complete","2014","197784",""
"62630","Republic of South Sudan","2008","Total","Both Sexes","2","Census - de facto - complete tabulation","Final figure, complete","2014","274711",""
"62631","Republic of South Sudan","2008","Total","Both Sexes","3","Census - de facto - complete tabulation","Final figure, complete","2014","299738",""
"62632","Republic of South Sudan","2008","Total","Both Sexes","4","Census - de facto - complete tabulation","Final figure, complete","2014","300752",""
"62633","Republic of South Sudan","2008","Total","Both Sexes","5","Census - de facto - complete tabulation","Final figure, complete","2014","249498",""
"62636","Republic of South Sudan","2008","Total","Both Sexes","6","Census - de facto - complete tabulation","Final figure, complete","2014","299547",""
"62637","Republic of South Sudan","2008","Total","Both Sexes","7","Census - de facto - complete tabulation","Final figure, complete","2014","240070",""
"62638","Republic of South Sudan","2008","Total","Both Sexes","8","Census - de facto - complete tabulation","Final figure, complete","2014","289572",""
"62639","Republic of South Sudan","2008","Total","Both Sexes","9","Census - de facto - complete tabulation","Final figure, complete","2014","219129",""
"62640","Republic of South Sudan","2008","Total","Both Sexes","10","Census - de facto - complete tabulation","Final figure, complete","2014","307782",""
"62643","Republic of South Sudan","2008","Total","Both Sexes","11","Census - de facto - complete tabulation","Final figure, complete","2014","137711",""
"62644","Republic of South Sudan","2008","Total","Both Sexes","12","Census - de facto - complete tabulation","Final figure, complete","2014","258711",""
"62645","Republic of South Sudan","2008","Total","Both Sexes","13","Census - de facto - complete tabulation","Final figure, complete","2014","166469",""
"62646","Republic of South Sudan","2008","Total","Both Sexes","14","Census - de facto - complete tabulation","Final figure, complete","2014","186717",""
"62647","Republic of South Sudan","2008","Total","Both Sexes","15","Census - de facto - complete tabulation","Final figure, complete","2014","215003",""
"62650","Republic of South Sudan","2008","Total","Both Sexes","16","Census - de facto - complete tabulation","Final figure, complete","2014","172594",""
"62651","Republic of South Sudan","2008","Total","Both Sexes","17","Census - de facto - complete tabulation","Final figure, complete","2014","140940",""
"62652","Republic of South Sudan","2008","Total","Both Sexes","18","Census - de facto - complete tabulation","Final figure, complete","2014","229403",""
"62653","Republic of South Sudan","2008","Total","Both Sexes","19","Census - de facto - complete tabulation","Final figure, complete","2014","131889",""
"62654","Republic of South Sudan","2008","Total","Both Sexes","20","Census - de facto - complete tabulation","Final figure, complete","2014","280463",""
"62657","Republic of South Sudan","2008","Total","Both Sexes","21","Census - de facto - complete tabulation","Final figure, complete","2014","106445",""
"62658","Republic of South Sudan","2008","Total","Both Sexes","22","Census - de facto - complete tabulation","Final figure, complete","2014","131103",""
"62659","Republic of South Sudan","2008","Total","Both Sexes","23","Census - de facto - complete tabulation","Final figure, complete","2014","108589",""
"62660","Republic of South Sudan","2008","Total","Both Sexes","24","Census - de facto - complete tabulation","Final figure, complete","2014","112406",""
"62661","Republic of South Sudan","2008","Total","Both Sexes","25","Census - de facto - complete tabulation","Final figure, complete","2014","202650",""
"62664","Republic of South Sudan","2008","Total","Both Sexes","26","Census - de facto - complete tabulation","Final figure, complete","2014","109219",""
"62665","Republic of South Sudan","2008","Total","Both Sexes","27","Census - de facto - complete tabulation","Final figure, complete","2014","110708",""
"62666","Republic of South Sudan","2008","Total","Both Sexes","28","Census - de facto - complete tabulation","Final figure, complete","2014","173175",""
"62667","Republic of South Sudan","2008","Total","Both Sexes","29","Census - de facto - complete tabulation","Final figure, complete","2014","102259",""
"62668","Republic of South Sudan","2008","Total","Both Sexes","30","Census - de facto - complete tabulation","Final figure, complete","2014","248519",""
"62671","Republic of South Sudan","2008","Total","Both Sexes","31","Census - de facto - complete tabulation","Final figure, complete","2014","61373",""
"62672","Republic of South Sudan","2008","Total","Both Sexes","32","Census - de facto - complete tabulation","Final figure, complete","2014","112755",""
"62673","Republic of South Sudan","2008","Total","Both Sexes","33","Census - de facto - complete tabulation","Final figure, complete","2014","54341",""
"62674","Republic of South Sudan","2008","Total","Both Sexes","34","Census - de facto - complete tabulation","Final figure, complete","2014","59927",""
"62675","Republic of South Sudan","2008","Total","Both Sexes","35","Census - de facto - complete tabulation","Final figure, complete","2014","154050",""
"62678","Republic of South Sudan","2008","Total","Both Sexes","36","Census - de facto - complete tabulation","Final figure, complete","2014","71729",""
"62679","Republic of South Sudan","2008","Total","Both Sexes","37","Census - de facto - complete tabulation","Final figure, complete","2014","71331",""
"62680","Republic of South Sudan","2008","Total","Both Sexes","38","Census - de facto - complete tabulation","Final figure, complete","2014","105901",""
"62681","Republic of South Sudan","2008","Total","Both Sexes","39","Census - de facto - complete tabulation","Final figure, complete","2014","72802",""
"62682","Republic of South Sudan","2008","Total","Both Sexes","40","Census - de facto - complete tabulation","Final figure, complete","2014","167674",""
"62685","Republic of South Sudan","2008","Total","Both Sexes","41","Census - de facto - complete tabulation","Final figure, complete","2014","35320",""
"62686","Republic of South Sudan","2008","Total","Both Sexes","42","Census - de facto - complete tabulation","Final figure, complete","2014","64694",""
"62687","Republic of South Sudan","2008","Total","Both Sexes","43","Census - de facto - complete tabulation","Final figure, complete","2014","41517",""
"62688","Republic of South Sudan","2008","Total","Both Sexes","44","Census - de facto - complete tabulation","Final figure, complete","2014","30499",""
"62689","Republic of South Sudan","2008","Total","Both Sexes","45","Census - de facto - complete tabulation","Final figure, complete","2014","112474",""
"62692","Republic of South Sudan","2008","Total","Both Sexes","46","Census - de facto - complete tabulation","Final figure, complete","2014","36040",""
"62693","Republic of South Sudan","2008","Total","Both Sexes","47","Census - de facto - complete tabulation","Final figure, complete","2014","34368",""
"62694","Republic of South Sudan","2008","Total","Both Sexes","48","Census - de facto - complete tabulation","Final figure, complete","2014","56572",""
"62695","Republic of South Sudan","2008","Total","Both Sexes","49","Census - de facto - complete tabulation","Final figure, complete","2014","36646",""
"62696","Republic of South Sudan","2008","Total","Both Sexes","50","Census - de facto - complete tabulation","Final figure, complete","2014","100533",""
"62699","Republic of South Sudan","2008","Total","Both Sexes","51","Census - de facto - complete tabulation","Final figure, complete","2014","19517",""
"62700","Republic of South Sudan","2008","Total","Both Sexes","52","Census - de facto - complete tabulation","Final figure, complete","2014","34165",""
"62701","Republic of South Sudan","2008","Total","Both Sexes","53","Census - de facto - complete tabulation","Final figure, complete","2014","22483",""
"62702","Republic of South Sudan","2008","Total","Both Sexes","54","Census - de facto - complete tabulation","Final figure, complete","2014","20567",""
"62703","Republic of South Sudan","2008","Total","Both Sexes","55","Census - de facto - complete tabulation","Final figure, complete","2014","36142",""
"62706","Republic of South Sudan","2008","Total","Both Sexes","56","Census - de facto - complete tabulation","Final figure, complete","2014","31137",""
"62707","Republic of South Sudan","2008","Total","Both Sexes","57","Census - de facto - complete tabulation","Final figure, complete","2014","16993",""
"62708","Republic of South Sudan","2008","Total","Both Sexes","58","Census - de facto - complete tabulation","Final figure, complete","2014","22864",""
"62709","Republic of South Sudan","2008","Total","Both Sexes","59","Census - de facto - complete tabulation","Final figure, complete","2014","14659",""
"62710","Republic of South Sudan","2008","Total","Both Sexes","60","Census - de facto - complete tabulation","Final figure, complete","2014","62169",""
"62713","Republic of South Sudan","2008","Total","Both Sexes","61","Census - de facto - complete tabulation","Final figure, complete","2014","12874",""
"62714","Republic of South Sudan","2008","Total","Both Sexes","62","Census - de facto - complete tabulation","Final figure, complete","2014","18761",""
"62715","Republic of South Sudan","2008","Total","Both Sexes","63","Census - de facto - complete tabulation","Final figure, complete","2014","11540",""
"62716","Republic of South Sudan","2008","Total","Both Sexes","64","Census - de facto - complete tabulation","Final figure, complete","2014","10287",""
"62717","Republic of South Sudan","2008","Total","Both Sexes","65","Census - de facto - complete tabulation","Final figure, complete","2014","28068",""
"62721","Republic of South Sudan","2008","Total","Both Sexes","66","Census - de facto - complete tabulation","Final figure, complete","2014","11597",""
"62722","Republic of South Sudan","2008","Total","Both Sexes","67","Census - de facto - complete tabulation","Final figure, complete","2014","11560",""
"62723","Republic of South Sudan","2008","Total","Both Sexes","68","Census - de facto - complete tabulation","Final figure, complete","2014","14227",""
"62724","Republic of South Sudan","2008","Total","Both Sexes","69","Census - de facto - complete tabulation","Final figure, complete","2014","7703",""
"62725","Republic of South Sudan","2008","Total","Both Sexes","70","Census - de facto - complete tabulation","Final figure, complete","2014","30023",""
"62728","Republic of South Sudan","2008","Total","Both Sexes","71","Census - de facto - complete tabulation","Final figure, complete","2014","6942",""
"62729","Republic of South Sudan","2008","Total","Both Sexes","72","Census - de facto - complete tabulation","Final figure, complete","2014","11040",""
"62730","Republic of South Sudan","2008","Total","Both Sexes","73","Census - de facto - complete tabulation","Final figure, complete","2014","7623",""
"62731","Republic of South Sudan","2008","Total","Both Sexes","74","Census - de facto - complete tabulation","Final figure, complete","2014","3659",""
"62732","Republic of South Sudan","2008","Total","Both Sexes","75","Census - de facto - complete tabulation","Final figure, complete","2014","12474",""
"62735","Republic of South Sudan","2008","Total","Both Sexes","76","Census - de facto - complete tabulation","Final figure, complete","2014","4128",""
"62736","Republic of South Sudan","2008","Total","Both Sexes","77","Census - de facto - complete tabulation","Final figure, complete","2014","2962",""
"62737","Republic of South Sudan","2008","Total","Both Sexes","78","Census - de facto - complete tabulation","Final figure, complete","2014","6299",""
"62738","Republic of South Sudan","2008","Total","Both Sexes","79","Census - de facto - complete tabulation","Final figure, complete","2014","3056",""
"62739","Republic of South Sudan","2008","Total","Both Sexes","80","Census - de facto - complete tabulation","Final figure, complete","2014","13166",""
"62742","Republic of South Sudan","2008","Total","Both Sexes","81","Census - de facto - complete tabulation","Final figure, complete","2014","3810",""
"62743","Republic of South Sudan","2008","Total","Both Sexes","82","Census - de facto - complete tabulation","Final figure, complete","2014","3613",""
"62744","Republic of South Sudan","2008","Total","Both Sexes","83","Census - de facto - complete tabulation","Final figure, complete","2014","1912",""
"62745","Republic of South Sudan","2008","Total","Both Sexes","84","Census - de facto - complete tabulation","Final figure, complete","2014","2013",""
"62746","Republic of South Sudan","2008","Total","Both Sexes","85","Census - de facto - complete tabulation","Final figure, complete","2014","4602",""
"62749","Republic of South Sudan","2008","Total","Both Sexes","86","Census - de facto - complete tabulation","Final figure, complete","2014","1500",""
"62750","Republic of South Sudan","2008","Total","Both Sexes","87","Census - de facto - complete tabulation","Final figure, complete","2014","1487",""
"62751","Republic of South Sudan","2008","Total","Both Sexes","88","Census - de facto - complete tabulation","Final figure, complete","2014","1293",""
"62752","Republic of South Sudan","2008","Total","Both Sexes","89","Census - de facto - complete tabulation","Final figure, complete","2014","2100",""
"62753","Republic of South Sudan","2008","Total","Both Sexes","90","Census - de facto - complete tabulation","Final figure, complete","2014","3132",""
"62756","Republic of South Sudan","2008","Total","Both Sexes","91","Census - de facto - complete tabulation","Final figure, complete","2014","1052",""
"62757","Republic of South Sudan","2008","Total","Both Sexes","92","Census - de facto - complete tabulation","Final figure, complete","2014","1181",""
"62758","Republic of South Sudan","2008","Total","Both Sexes","93","Census - de facto - complete tabulation","Final figure, complete","2014","797",""
"62759","Republic of South Sudan","2008","Total","Both Sexes","94","Census - de facto - complete tabulation","Final figure, complete","2014","1199",""
"148553","Romania","2018","Total","Both Sexes","0","Estimate - de facto","Final figure, complete","2019","199634",""
"148555","Romania","2018","Total","Both Sexes","1","Estimate - de facto","Final figure, complete","2019","199719",""
"148557","Romania","2018","Total","Both Sexes","2","Estimate - de facto","Final figure, complete","2019","197960",""
"148558","Romania","2018","Total","Both Sexes","3","Estimate - de facto","Final figure, complete","2019","198047",""
"148559","Romania","2018","Total","Both Sexes","4","Estimate - de facto","Final figure, complete","2019","196007",""
"148560","Romania","2018","Total","Both Sexes","5","Estimate - de facto","Final figure, complete","2019","182781",""
"148562","Romania","2018","Total","Both Sexes","6","Estimate - de facto","Final figure, complete","2019","186470",""
"148563","Romania","2018","Total","Both Sexes","7","Estimate - de facto","Final figure, complete","2019","207433",""
"148564","Romania","2018","Total","Both Sexes","8","Estimate - de facto","Final figure, complete","2019","215246",""
"148565","Romania","2018","Total","Both Sexes","9","Estimate - de facto","Final figure, complete","2019","215878",""
"148566","Romania","2018","Total","Both Sexes","10","Estimate - de facto","Final figure, complete","2019","211021",""
"148568","Romania","2018","Total","Both Sexes","11","Estimate - de facto","Final figure, complete","2019","211906",""
"148569","Romania","2018","Total","Both Sexes","12","Estimate - de facto","Final figure, complete","2019","214468",""
"148570","Romania","2018","Total","Both Sexes","13","Estimate - de facto","Final figure, complete","2019","207919",""
"148571","Romania","2018","Total","Both Sexes","14","Estimate - de facto","Final figure, complete","2019","207990",""
"148572","Romania","2018","Total","Both Sexes","15","Estimate - de facto","Final figure, complete","2019","203940",""
"148574","Romania","2018","Total","Both Sexes","16","Estimate - de facto","Final figure, complete","2019","206702",""
"148575","Romania","2018","Total","Both Sexes","17","Estimate - de facto","Final figure, complete","2019","217729",""
"148576","Romania","2018","Total","Both Sexes","18","Estimate - de facto","Final figure, complete","2019","212884",""
"148577","Romania","2018","Total","Both Sexes","19","Estimate - de facto","Final figure, complete","2019","211812",""
"148578","Romania","2018","Total","Both Sexes","20","Estimate - de facto","Final figure, complete","2019","208987",""
"148580","Romania","2018","Total","Both Sexes","21","Estimate - de facto","Final figure, complete","2019","201956",""
"148581","Romania","2018","Total","Both Sexes","22","Estimate - de facto","Final figure, complete","2019","203162",""
"148582","Romania","2018","Total","Both Sexes","23","Estimate - de facto","Final figure, complete","2019","210428",""
"148583","Romania","2018","Total","Both Sexes","24","Estimate - de facto","Final figure, complete","2019","202186",""
"148584","Romania","2018","Total","Both Sexes","25","Estimate - de facto","Final figure, complete","2019","206102",""
"148586","Romania","2018","Total","Both Sexes","26","Estimate - de facto","Final figure, complete","2019","214344",""
"148587","Romania","2018","Total","Both Sexes","27","Estimate - de facto","Final figure, complete","2019","236723",""
"148588","Romania","2018","Total","Both Sexes","28","Estimate - de facto","Final figure, complete","2019","272839",""
"148589","Romania","2018","Total","Both Sexes","29","Estimate - de facto","Final figure, complete","2019","278361",""
"148590","Romania","2018","Total","Both Sexes","30","Estimate - de facto","Final figure, complete","2019","279854",""
"148592","Romania","2018","Total","Both Sexes","31","Estimate - de facto","Final figure, complete","2019","273197",""
"148593","Romania","2018","Total","Both Sexes","32","Estimate - de facto","Final figure, complete","2019","264160",""
"148594","Romania","2018","Total","Both Sexes","33","Estimate - de facto","Final figure, complete","2019","259555",""
"148595","Romania","2018","Total","Both Sexes","34","Estimate - de facto","Final figure, complete","2019","238516",""
"148596","Romania","2018","Total","Both Sexes","35","Estimate - de facto","Final figure, complete","2019","255028",""
"148598","Romania","2018","Total","Both Sexes","36","Estimate - de facto","Final figure, complete","2019","281103",""
"148599","Romania","2018","Total","Both Sexes","37","Estimate - de facto","Final figure, complete","2019","295747",""
"148600","Romania","2018","Total","Both Sexes","38","Estimate - de facto","Final figure, complete","2019","302618",""
"148601","Romania","2018","Total","Both Sexes","39","Estimate - de facto","Final figure, complete","2019","306071",""
"148602","Romania","2018","Total","Both Sexes","40","Estimate - de facto","Final figure, complete","2019","314319",""
"148604","Romania","2018","Total","Both Sexes","41","Estimate - de facto","Final figure, complete","2019","309636",""
"148605","Romania","2018","Total","Both Sexes","42","Estimate - de facto","Final figure, complete","2019","311967",""
"148606","Romania","2018","Total","Both Sexes","43","Estimate - de facto","Final figure, complete","2019","319341",""
"148607","Romania","2018","Total","Both Sexes","44","Estimate - de facto","Final figure, complete","2019","283358",""
"148608","Romania","2018","Total","Both Sexes","45","Estimate - de facto","Final figure, complete","2019","288820",""
"148610","Romania","2018","Total","Both Sexes","46","Estimate - de facto","Final figure, complete","2019","294793",""
"148611","Romania","2018","Total","Both Sexes","47","Estimate - de facto","Final figure, complete","2019","313097",""
"148612","Romania","2018","Total","Both Sexes","48","Estimate - de facto","Final figure, complete","2019","337449",""
"148613","Romania","2018","Total","Both Sexes","49","Estimate - de facto","Final figure, complete","2019","377230",""
"148614","Romania","2018","Total","Both Sexes","50","Estimate - de facto","Final figure, complete","2019","384171",""
"148616","Romania","2018","Total","Both Sexes","51","Estimate - de facto","Final figure, complete","2019","199454",""
"148617","Romania","2018","Total","Both Sexes","52","Estimate - de facto","Final figure, complete","2019","203084",""
"148618","Romania","2018","Total","Both Sexes","53","Estimate - de facto","Final figure, complete","2019","206311",""
"148619","Romania","2018","Total","Both Sexes","54","Estimate - de facto","Final figure, complete","2019","208142",""
"148620","Romania","2018","Total","Both Sexes","55","Estimate - de facto","Final figure, complete","2019","210731",""
"148622","Romania","2018","Total","Both Sexes","56","Estimate - de facto","Final figure, complete","2019","224354",""
"148623","Romania","2018","Total","Both Sexes","57","Estimate - de facto","Final figure, complete","2019","239414",""
"148624","Romania","2018","Total","Both Sexes","58","Estimate - de facto","Final figure, complete","2019","247961",""
"148625","Romania","2018","Total","Both Sexes","59","Estimate - de facto","Final figure, complete","2019","259368",""
"148626","Romania","2018","Total","Both Sexes","60","Estimate - de facto","Final figure, complete","2019","267875",""
"148628","Romania","2018","Total","Both Sexes","61","Estimate - de facto","Final figure, complete","2019","277675",""
"148629","Romania","2018","Total","Both Sexes","62","Estimate - de facto","Final figure, complete","2019","286537",""
"148630","Romania","2018","Total","Both Sexes","63","Estimate - de facto","Final figure, complete","2019","269625",""
"148631","Romania","2018","Total","Both Sexes","64","Estimate - de facto","Final figure, complete","2019","249175",""
"148632","Romania","2018","Total","Both Sexes","65","Estimate - de facto","Final figure, complete","2019","250005",""
"148634","Romania","2018","Total","Both Sexes","66","Estimate - de facto","Final figure, complete","2019","243222",""
"148635","Romania","2018","Total","Both Sexes","67","Estimate - de facto","Final figure, complete","2019","244052",""
"148636","Romania","2018","Total","Both Sexes","68","Estimate - de facto","Final figure, complete","2019","248661",""
"148637","Romania","2018","Total","Both Sexes","69","Estimate - de facto","Final figure, complete","2019","201808",""
"148638","Romania","2018","Total","Both Sexes","70","Estimate - de facto","Final figure, complete","2019","180101",""
"148640","Romania","2018","Total","Both Sexes","71","Estimate - de facto","Final figure, complete","2019","178058",""
"148641","Romania","2018","Total","Both Sexes","72","Estimate - de facto","Final figure, complete","2019","140268",""
"148642","Romania","2018","Total","Both Sexes","73","Estimate - de facto","Final figure, complete","2019","156353",""
"148643","Romania","2018","Total","Both Sexes","74","Estimate - de facto","Final figure, complete","2019","135644",""
"148644","Romania","2018","Total","Both Sexes","75","Estimate - de facto","Final figure, complete","2019","135765",""
"148646","Romania","2018","Total","Both Sexes","76","Estimate - de facto","Final figure, complete","2019","137111",""
"148647","Romania","2018","Total","Both Sexes","77","Estimate - de facto","Final figure, complete","2019","139237",""
"148648","Romania","2018","Total","Both Sexes","78","Estimate - de facto","Final figure, complete","2019","141652",""
"148649","Romania","2018","Total","Both Sexes","79","Estimate - de facto","Final figure, complete","2019","134205",""
"148650","Romania","2018","Total","Both Sexes","80","Estimate - de facto","Final figure, complete","2019","125074",""
"148652","Romania","2018","Total","Both Sexes","81","Estimate - de facto","Final figure, complete","2019","116819",""
"148653","Romania","2018","Total","Both Sexes","82","Estimate - de facto","Final figure, complete","2019","99746",""
"148654","Romania","2018","Total","Both Sexes","83","Estimate - de facto","Final figure, complete","2019","90132",""
"148655","Romania","2018","Total","Both Sexes","84","Estimate - de facto","Final figure, complete","2019","78357",""
"148656","Romania","2018","Total","Both Sexes","85","Estimate - de facto","Final figure, complete","2019","75799",""
"148658","Romania","2018","Total","Both Sexes","86","Estimate - de facto","Final figure, complete","2019","60000",""
"148659","Romania","2018","Total","Both Sexes","87","Estimate - de facto","Final figure, complete","2019","52571",""
"148660","Romania","2018","Total","Both Sexes","88","Estimate - de facto","Final figure, complete","2019","42158",""
"148661","Romania","2018","Total","Both Sexes","89","Estimate - de facto","Final figure, complete","2019","35650",""
"148662","Romania","2018","Total","Both Sexes","90","Estimate - de facto","Final figure, complete","2019","27274",""
"148664","Romania","2018","Total","Both Sexes","91","Estimate - de facto","Final figure, complete","2019","21157",""
"148665","Romania","2018","Total","Both Sexes","92","Estimate - de facto","Final figure, complete","2019","16605",""
"148666","Romania","2018","Total","Both Sexes","93","Estimate - de facto","Final figure, complete","2019","12446",""
"148667","Romania","2018","Total","Both Sexes","94","Estimate - de facto","Final figure, complete","2019","9034",""
"148668","Romania","2018","Total","Both Sexes","95","Estimate - de facto","Final figure, complete","2019","6610",""
"148670","Romania","2018","Total","Both Sexes","96","Estimate - de facto","Final figure, complete","2019","5638",""
"148671","Romania","2018","Total","Both Sexes","97","Estimate - de facto","Final figure, complete","2019","2766",""
"148672","Romania","2018","Total","Both Sexes","98","Estimate - de facto","Final figure, complete","2019","2926",""
"148673","Romania","2018","Total","Both Sexes","99","Estimate - de facto","Final figure, complete","2019","1380",""
"63941","Russian Federation","2012","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2013","1837406",""
"63943","Russian Federation","2012","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2013","1722170",""
"63945","Russian Federation","2012","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2013","1670080",""
"63946","Russian Federation","2012","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2013","1676178",""
"63947","Russian Federation","2012","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2013","1627374",""
"63948","Russian Federation","2012","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2013","1520797",""
"63950","Russian Federation","2012","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2013","1462321",""
"63951","Russian Federation","2012","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2013","1469167",""
"63952","Russian Federation","2012","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2013","1465243",""
"63953","Russian Federation","2012","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2013","1433310",""
"63954","Russian Federation","2012","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2013","1364566",""
"63956","Russian Federation","2012","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2013","1335988",""
"63957","Russian Federation","2012","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2013","1313224",""
"63958","Russian Federation","2012","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2013","1302792",""
"63959","Russian Federation","2012","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2013","1311555",""
"63960","Russian Federation","2012","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2013","1326636",""
"63962","Russian Federation","2012","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2013","1401381",""
"63963","Russian Federation","2012","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2013","1475691",""
"63964","Russian Federation","2012","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2013","1525277",""
"63965","Russian Federation","2012","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2013","1662881",""
"63966","Russian Federation","2012","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2013","1885012",""
"63968","Russian Federation","2012","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2013","2132974",""
"63969","Russian Federation","2012","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2013","2310715",""
"63970","Russian Federation","2012","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2013","2392954",""
"63971","Russian Federation","2012","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2013","2502075",""
"63972","Russian Federation","2012","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2013","2549116",""
"63974","Russian Federation","2012","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2013","2523333",""
"63975","Russian Federation","2012","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2013","2475203",""
"63976","Russian Federation","2012","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2013","2470933",""
"63977","Russian Federation","2012","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2013","2423422",""
"63978","Russian Federation","2012","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2013","2293939",""
"63980","Russian Federation","2012","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2013","2311493",""
"63981","Russian Federation","2012","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2013","2289820",""
"63982","Russian Federation","2012","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2013","2188498",""
"63983","Russian Federation","2012","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2013","2147399",""
"63984","Russian Federation","2012","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2013","2122406",""
"63986","Russian Federation","2012","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2013","2140835",""
"63987","Russian Federation","2012","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2013","2108655",""
"63988","Russian Federation","2012","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2013","2036806",""
"63989","Russian Federation","2012","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2013","2010681",""
"63990","Russian Federation","2012","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2013","1978248",""
"63992","Russian Federation","2012","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2013","1979874",""
"63993","Russian Federation","2012","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2013","1915761",""
"63994","Russian Federation","2012","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2013","1802108",""
"63995","Russian Federation","2012","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2013","1775496",""
"63996","Russian Federation","2012","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2013","1790912",""
"63998","Russian Federation","2012","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2013","1872047",""
